id,Tweet,time,Opinion
1273,@NiamhMCBrennan2: I have downloaded the covid tracker app COVID19ireland CovidTracker,Wed Jul 08 07:55:27 +0000 2020,Neutral
1274,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:55:21 +0000 2020,Neutral
1275,"@gtubridy: It’s good that despite years of criticism by alt-right &amp; far-left extremists, constant criticism of government and public ser…",Wed Jul 08 07:54:53 +0000 2020,Neutral
1276,"@DonnellyStephen: As of 8am, 865,000 people have taken another step to push back  Covid19 by downloading the CovidTracker App. 

A HUGE…",Wed Jul 08 07:54:39 +0000 2020,Neutral
1277,AGSI Survey on COVID19 bringing up some very interesting results on policing during the initial stages of the crisi… ,Wed Jul 08 07:54:10 +0000 2020,Positive
1278,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:54:05 +0000 2020,Neutral
1279,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:53:36 +0000 2020,Neutral
1280,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:53:26 +0000 2020,Neutral
1281,"More than 862,000 download CovidTracker app in just ONE day ... now that’s what I call solidarity! StrongTogether… ",Wed Jul 08 07:53:20 +0000 2020,Positive
1282,"@DonnellyStephen: As of 8am, 865,000 people have taken another step to push back  Covid19 by downloading the CovidTracker App. 

A HUGE…",Wed Jul 08 07:52:30 +0000 2020,Neutral
1283,"@DonnellyStephen: As of 8am, 865,000 people have taken another step to push back  Covid19 by downloading the CovidTracker App. 

A HUGE…",Wed Jul 08 07:52:14 +0000 2020,Neutral
1284,"As of 8am, 865,000 people have taken another step to push back  Covid19 by downloading the CovidTracker App. 

A H… ",Wed Jul 08 07:51:47 +0000 2020,Neutral
1285,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:51:31 +0000 2020,Neutral
1286,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:51:16 +0000 2020,Neutral
1287,@jmkirl: Know why in part I downloaded the CovidTracker app? It was the 1st time I saw real state engagement on privacy in a giant scal…,Wed Jul 08 07:50:29 +0000 2020,Neutral
1288,"@ronan_glynn: CovidTracker app will help us reach more people, more quickly, with the right advice. It is another tool we have to conti…",Wed Jul 08 07:50:03 +0000 2020,Positive
1289,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:49:33 +0000 2020,Neutral
1290,Ireland's CovidTracker ContactTracing App is available to download here👇 It's important we continue to be respons… ,Wed Jul 08 07:49:33 +0000 2020,Positive
1291,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:49:10 +0000 2020,Positive
1292,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:49:03 +0000 2020,Neutral
1293,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:48:50 +0000 2020,Neutral
1294,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:48:19 +0000 2020,Positive
1295,"@brexit_sham @MattHancock 

The pubs are running a more efficient track + trace system than @10DowningStreet… ",Wed Jul 08 07:48:17 +0000 2020,Positive
1296,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:48:09 +0000 2020,Neutral
1297,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:46:03 +0000 2020,Positive
1298,"@kenfoxe: Follow a lot of privacy experts on Twitter &amp; general feeling is that, while not perfect, the CovidTracker makes a solid effor…",Wed Jul 08 07:45:54 +0000 2020,Neutral
1299,"@BabsSlevin: I've downloaded @HSELive COVID tracker app
CovidTracker COVIDー19  staysafe ",Wed Jul 08 07:45:47 +0000 2020,Neutral
1300,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:45:17 +0000 2020,Neutral
1301,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:45:08 +0000 2020,Positive
1302,"@DonnellyStephen: Delighted to launch the CovidTracker this morning. Thanks to everyone who's downloading it, it'll make a real differe…",Wed Jul 08 07:44:48 +0000 2020,Positive
1303,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:42:43 +0000 2020,Positive
1304,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:41:18 +0000 2020,Positive
1305,"@oliver_moran: I've installed the CovidTracker.

Speaking as an IT professional, if you own a smart phone and you're worried about your…",Wed Jul 08 07:39:52 +0000 2020,Positive
1306,"@orfonline: DailyUpdates IndiaFightsCoronavirus  

Visit ORF's COVIDTracker: State-wise distribution of COV…",Wed Jul 08 07:39:44 +0000 2020,Neutral
1307,@killianbyrne: The data protection side of things in the CovidTracker app seems pretty rock solid. People cleverer than I seem to have…,Wed Jul 08 07:39:22 +0000 2020,Neutral
1308,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:39:06 +0000 2020,Positive
1309,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:38:36 +0000 2020,Neutral
1310,@CarolineMcTweet: I see the @HSELive  CovidTracker is causing a bit of confusion amongst my deaf friends with regards to entering a pho…,Wed Jul 08 07:38:21 +0000 2020,Neutral
1311,"England Rnumber at 0.83 on 2-July

coronavirusEngland coronavirus coronavirusuk… ",Wed Jul 08 07:37:58 +0000 2020,Neutral
1312,"It’s good that despite years of criticism by alt-right &amp; far-left extremists, constant criticism of government and… ",Wed Jul 08 07:37:35 +0000 2020,Positive
1313,@CarolineMcTweet: I see the @HSELive  CovidTracker is causing a bit of confusion amongst my deaf friends with regards to entering a pho…,Wed Jul 08 07:37:24 +0000 2020,Neutral
1314,"@RTE2fm: Have you downloaded the CovidTracker app yet?

Yes? Well done 👏🏼

No? WTF not? 🤬

Be sound and download it from your App Store…",Wed Jul 08 07:37:07 +0000 2020,Positive
1315,"@pohara: Over 200,000 people already on contact tracking app in Ireland. The more who download it, the more effective it will be in slow…",Wed Jul 08 07:34:05 +0000 2020,Positive
1316,A CovidTracker dating app would be less toxic than Tinder,Wed Jul 08 07:33:45 +0000 2020,Neutral
1317,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:33:39 +0000 2020,Neutral
1318,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:32:24 +0000 2020,Positive
1319,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:31:44 +0000 2020,Neutral
1320,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:31:39 +0000 2020,Neutral
1321,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:31:19 +0000 2020,Neutral
1322,"I bet this CovidTracker created for Ireland works!! Well done everyone involved. 
.@MattHancock @NHSX
remind us ag… ",Wed Jul 08 07:30:29 +0000 2020,Neutral
1323,"@JP_Cork: On CorkToday @C103Cork 

🟣 State has failed to honour its commitment to give victims of child sexual abuse in schools access…",Wed Jul 08 07:29:59 +0000 2020,Neutral
1324,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:29:35 +0000 2020,Positive
1325,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:28:59 +0000 2020,Neutral
1326,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:28:38 +0000 2020,Neutral
1327,"@ronan_glynn: CovidTracker app will help us reach more people, more quickly, with the right advice. It is another tool we have to conti…",Wed Jul 08 07:27:53 +0000 2020,Positive
1328,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:27:22 +0000 2020,Neutral
1329,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:27:11 +0000 2020,Neutral
1330,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:27:03 +0000 2020,Neutral
1331,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:26:48 +0000 2020,Neutral
1332,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:26:12 +0000 2020,Neutral
1333,"@ColmandLucyK: The CovidTracker app will help @HSELive reach more people, more quickly, with the right advice. Do your bit to suppress…",Wed Jul 08 07:25:30 +0000 2020,Positive
1334,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:25:07 +0000 2020,Neutral
1335,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:25:04 +0000 2020,Positive
1336,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:24:01 +0000 2020,Positive
1337,@ida_BrendanMcD: Great work by Waterford based @NearForm in launching @HSELive CovidTracker App today - well done to all - app looks g…,Wed Jul 08 07:23:55 +0000 2020,Very Positive
1338,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:23:42 +0000 2020,Neutral
1339,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:22:37 +0000 2020,Positive
1340,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:22:35 +0000 2020,Neutral
1341,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:22:13 +0000 2020,Neutral
1342,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:22:06 +0000 2020,Neutral
1343,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:22:05 +0000 2020,Neutral
1344,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:22:05 +0000 2020,Positive
1345,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:21:58 +0000 2020,Positive
1346,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:21:53 +0000 2020,Neutral
1347,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:21:36 +0000 2020,Neutral
1348,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:21:31 +0000 2020,Neutral
1349,"@CorkSocDems: Have you downloaded the Covid-19 app yet? It will work best if we all download it!

allinthistogether covidtracker https…",Wed Jul 08 07:21:25 +0000 2020,Very Positive
1350,"@newschambers: Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in…",Wed Jul 08 07:21:25 +0000 2020,Neutral
1351,@PGDynes: Ah so I see blaming the scientists for the complete mishandling of coronavirus has started. COVID19 CovidTracker CovidTrac…,Wed Jul 08 07:21:15 +0000 2020,Neutral
1352,"Over 800,000 downloads for the covidtracker app in little over 24 hours. 

Imagine there was that sort of public buy-in on face coverings?",Wed Jul 08 07:20:46 +0000 2020,Neutral
1353,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:20:36 +0000 2020,Positive
1354,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:18:48 +0000 2020,Positive
1355,"@ronan_glynn: CovidTracker app will help us reach more people, more quickly, with the right advice. It is another tool we have to conti…",Wed Jul 08 07:18:24 +0000 2020,Positive
1356,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:17:40 +0000 2020,Positive
1357,@roinnslainte: There are two ways to download the CovidTracker app. 1: Go to ,Wed Jul 08 07:17:12 +0000 2020,Neutral
1358,"Irlandia Już ponad 545 tys. mieszkańców Irlandii zainstalowało we wtorek, w pierwszym dniu po jej uruchomieniu, ap… ",Wed Jul 08 07:15:40 +0000 2020,Neutral
1359,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:14:44 +0000 2020,Positive
1360,Very easy to use and share with family / friends. Great work by @Cianomaidin and @NearForm team. HSE CovidTracker… ,Wed Jul 08 07:12:48 +0000 2020,Positive
1361,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:11:25 +0000 2020,Positive
1362,@lieabh: Here is something else we can do ! download the CovidTracker app. This is another really important step  in our national effor…,Wed Jul 08 07:10:47 +0000 2020,Positive
1363,@CarolineMcTweet: I see the @HSELive  CovidTracker is causing a bit of confusion amongst my deaf friends with regards to entering a pho…,Wed Jul 08 07:09:53 +0000 2020,Neutral
1364,Ah so I see blaming the scientists for the complete mishandling of coronavirus has started. COVID19 CovidTracker… ,Wed Jul 08 07:09:19 +0000 2020,Neutral
1365,"Have you downloaded the Covid-19 app yet? It will work best if we all download it!

allinthistogether covidtracker ",Wed Jul 08 07:08:47 +0000 2020,Very Positive
1366,"Turn off alarm ✅
Update covid tracker ✅
Get out of bed...🤦‍♂️
CovidTracker ",Wed Jul 08 07:08:00 +0000 2020,Neutral
1367,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 07:06:14 +0000 2020,Positive
1368,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:03:32 +0000 2020,Positive
1369,When spectator games restart you'll probably need a mask. Get yours here. ,Wed Jul 08 07:03:22 +0000 2020,Neutral
1370,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 07:02:16 +0000 2020,Positive
1371,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:59:50 +0000 2020,Positive
1372,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:59:49 +0000 2020,Positive
1373,"@Bloomfield_MHS: Have you downloaded the HSE's COVIDTracker app yet? You might have questions about how it works, so we've put together…",Wed Jul 08 06:57:40 +0000 2020,Neutral
1374,@shoanza123: Safety Norms and Standards makes it hygiene for any travel brand/service ... travelsafe GodMorningWednesday CovidTracker…,Wed Jul 08 06:55:44 +0000 2020,Neutral
1375,@saoltagroup: COVID Tracker is a free mobile phone app and is available to download now. It will help us to protect each other and help…,Wed Jul 08 06:54:28 +0000 2020,Neutral
1376,@roinnslainte: There are two ways to download the CovidTracker app. 1: Go to ,Wed Jul 08 06:52:57 +0000 2020,Neutral
1377,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:52:50 +0000 2020,Positive
1378,Proud to have been part of a team of @scienceirel researchers involved in advising on HCI issues for @HSELive… ,Wed Jul 08 06:48:36 +0000 2020,Very Positive
1379,@lieabh: Here is something else we can do ! download the CovidTracker app. This is another really important step  in our national effor…,Wed Jul 08 06:48:09 +0000 2020,Positive
1380,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 06:47:59 +0000 2020,Positive
1381,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:44:41 +0000 2020,Positive
1382,"@CommHealthMW: Download the CovidTracker app to:
•Get an alert if you have been in close contact with someone who tests positive for C…",Wed Jul 08 06:44:35 +0000 2020,Neutral
1383,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 06:43:23 +0000 2020,Positive
1384,"@orfonline: DailyUpdates IndiaFightsCoronavirus  

Visit ORF's COVIDTracker: State-wise distribution of COV…",Wed Jul 08 06:42:20 +0000 2020,Neutral
1385,"@orfonline: DailyUpdates IndiaFightsCoronavirus  

Visit ORF's COVIDTracker: State-wise distribution of COV…",Wed Jul 08 06:42:08 +0000 2020,Neutral
1386,"@CommHealthMW: Download the CovidTracker app to:
•Get an alert if you have been in close contact with someone who tests positive for C…",Wed Jul 08 06:41:18 +0000 2020,Neutral
1387,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:38:58 +0000 2020,Positive
1388,@davidmacuidhir: In case you’re worried about your location data on the CovidTracker the app does NOT request access to your location.…,Wed Jul 08 06:37:24 +0000 2020,Neutral
1389,"DailyUpdates IndiaFightsCoronavirus  

Visit ORF's COVIDTracker: State-wise distributio… ",Wed Jul 08 06:36:13 +0000 2020,Neutral
1390,@CNMESligo: A new skill completed today - downloading the CovidTracker app. Swab training with wonderful RNID colleagues. App download…,Wed Jul 08 06:33:33 +0000 2020,Positive
1391,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 06:30:55 +0000 2020,Positive
1392,@CarolineMcTweet: I see the @HSELive  CovidTracker is causing a bit of confusion amongst my deaf friends with regards to entering a pho…,Wed Jul 08 06:30:19 +0000 2020,Neutral
1393,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:30:05 +0000 2020,Positive
1394,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:30:04 +0000 2020,Positive
1395,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:28:59 +0000 2020,Positive
1396,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:26:36 +0000 2020,Positive
1397,"@kenfoxe: Follow a lot of privacy experts on Twitter &amp; general feeling is that, while not perfect, the CovidTracker makes a solid effor…",Wed Jul 08 06:25:26 +0000 2020,Neutral
1398,"@Jimmy_kehoe: Stop with the crap, just download the app. covidtracker",Wed Jul 08 06:23:03 +0000 2020,Very Negative
1399,@ElainaFitzKane: Join COVID Tracker Ireland to fight against COVID-19 CovidTracker COVID19 ⁦@IHFcomms⁩ ⁦@Failte_Ireland⁩ ⁦@Limerick_ie…,Wed Jul 08 06:21:25 +0000 2020,Neutral
1400,Safety Norms and Standards makes it hygiene for any travel brand/service ... travelsafe GodMorningWednesday… ,Wed Jul 08 06:18:43 +0000 2020,Neutral
1401,@ElainaFitzKane: Join COVID Tracker Ireland to fight against COVID-19 CovidTracker COVID19 ⁦@IHFcomms⁩ ⁦@Failte_Ireland⁩ ⁦@Limerick_ie…,Wed Jul 08 06:16:57 +0000 2020,Neutral
1402,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 06:16:36 +0000 2020,Positive
1403,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:15:35 +0000 2020,Positive
1404,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:15:07 +0000 2020,Positive
1405,⚡️💡RoseMcGowan Urges President Trump To Donate To Aid TaraReade Fundraiser in Biden’s Name… ,Wed Jul 08 06:15:07 +0000 2020,Neutral
1406,CovidTracker Another Government slight of hand to hide scientific advice and pass blame to an organisation with un… ,Wed Jul 08 06:12:51 +0000 2020,Neutral
1407,The data analysis being provided by @jburnmurdoch @FT feels to be reliable.... and it’s very shocking CovidTracker… ,Wed Jul 08 06:12:14 +0000 2020,Very Negative
1408,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 06:06:50 +0000 2020,Positive
1409,"The report of cases in World &amp; India.

CovidTracker coronaDashboard corona covid19 indiafightscorona… ",Wed Jul 08 06:03:38 +0000 2020,Neutral
1410,"@kenfoxe: Follow a lot of privacy experts on Twitter &amp; general feeling is that, while not perfect, the CovidTracker makes a solid effor…",Wed Jul 08 06:01:33 +0000 2020,Neutral
1411,Morning check in with ,Wed Jul 08 06:01:27 +0000 2020,Neutral
1412,"@HavenIrl: The new COVIDTracker App from @HSELive is now available to download. It will help in the fight against coronavirus 

You ca…",Wed Jul 08 06:01:19 +0000 2020,Positive
1413,@jmkirl: Know why in part I downloaded the CovidTracker app? It was the 1st time I saw real state engagement on privacy in a giant scal…,Wed Jul 08 05:55:07 +0000 2020,Neutral
1414,"Of interest to @OUComputing 👇

COVID19 
CovidTracker 
HealthTech 
ethics ",Wed Jul 08 05:50:41 +0000 2020,Neutral
1415,"@TheHarryMcC: Facebook, WhatsApp, Instagram, TikTok, Revolut...

You send your data (freely) all around the world in the name of enterta…",Wed Jul 08 05:50:13 +0000 2020,Positive
1416,COVID19Pandemic CovidTracker COVIDUpdates ,Wed Jul 08 05:49:02 +0000 2020,Neutral
1417,"@smytho: 600,000 people have installed the CovidTracker  in the first day. Remind your friends and family to do the same. ",Wed Jul 08 05:41:31 +0000 2020,Neutral
1418,The CovidTracker is live in ireland and there are now 489000 users. Just wondering out of those numbers how many w… ,Wed Jul 08 05:35:29 +0000 2020,Positive
1419,"Breaking news. Quezon City Mayor Joy Belmonte tested positive for COVID-19.

Facebook:Insta… ",Wed Jul 08 05:31:54 +0000 2020,Positive
1420,@techbuzzinfo: Here is what the new Irish Covid Tracker App looks like. CovidTracker HSELive Just download it... ,Wed Jul 08 05:30:12 +0000 2020,Neutral
1421,Can you explain to passengers boarding your services from the airport who sit coughing all the way from there to Gr… ,Wed Jul 08 05:30:10 +0000 2020,Neutral
1422,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 05:26:32 +0000 2020,Positive
1423,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 05:26:11 +0000 2020,Positive
1424,"Coronavirus: Ireland's Covid Tracker app is out - where's England's?
COVIDー19 COVID19… ",Wed Jul 08 05:26:08 +0000 2020,Neutral
1425,"@smytho: 600,000 people have installed the CovidTracker  in the first day. Remind your friends and family to do the same. ",Wed Jul 08 05:25:42 +0000 2020,Neutral
1426,@RanelaghLife: We’re always ‘appy to do our bit for Ranelagh and so have dowloaded the @HSELive covidtracker App.,Wed Jul 08 05:23:14 +0000 2020,Neutral
1427,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 05:20:31 +0000 2020,Positive
1428,@AmitMondal97: Trend lines of total cases for countries showing flattened curves. Indicating decline in the number of new cases in these…,Wed Jul 08 05:01:11 +0000 2020,Neutral
1429,@NDandigital: Vietnam sumó 82 días sin nuevo contagio del COVIDー19 en la comunidad. Solo quedan 21 enfermos activos. 342 se recuperaron…,Wed Jul 08 04:57:45 +0000 2020,Neutral
1430,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 04:57:35 +0000 2020,Positive
1431,"@NDandigital: Prensa alemana: Vietnam superó de forma “espectacular” la crisis del COVIDー19, hecho que ha propiciado la recuperación r…",Wed Jul 08 04:56:02 +0000 2020,Neutral
1432,"The seven most affected countries in COVID management, are run by strong men -😜

Donald Trump - USA,
Boris Johnson… ",Wed Jul 08 04:51:10 +0000 2020,Positive
1433,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 04:50:01 +0000 2020,Positive
1434,"@duzBme: @kenfoxe Ken is it true Rosalie Smith-Lynch is one of the managers of Covid Tracker data protection?

Same Rosalie Smith-Lynch…",Wed Jul 08 04:49:27 +0000 2020,Neutral
1435,@duzBme: @JohnMurphy51 1/2 Seán did you know that one of the managers @HSELive data protection working on the CovidTracker app Rosaline…,Wed Jul 08 04:44:54 +0000 2020,Neutral
1436,Join COVID Tracker Ireland to fight against COVID-19 CovidTracker CovidTrackerApp COVIDー19  ,Wed Jul 08 04:34:44 +0000 2020,Neutral
1437,"y'all want us to download the CovidTracker, but when it comes to iPhone 6's the contact tracing feature won't work, yeah sound 👍👍",Wed Jul 08 04:34:27 +0000 2020,Positive
1438,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 04:31:29 +0000 2020,Positive
1439,"@Caolanmcaree: RTE news using a phone with a cracked screen to demonstrate the new covid app is a big 2020 mood.
CovidTracker ",Wed Jul 08 04:31:01 +0000 2020,Neutral
1440,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 04:28:21 +0000 2020,Positive
1441,@twisteddoodles: Why the COVID tracker app is pretty snazzy CovidTracker ,Wed Jul 08 04:26:27 +0000 2020,Positive
1442,@esc0rtd3w: COVID19 COVIDIOT COVIDIDIOTS COVID CovidTracker  CNN FakeNewsCNN FakeNewsCollusion DemocratsAreDestroyingAmerica J…,Wed Jul 08 04:11:10 +0000 2020,Neutral
1443,"CovidTesting fraud BE CAREFUL CVS TESTING!!!
FINALLY SOME EVIDENCE !!!COVIDー19 CovidTracker Scamdemic scam… ",Wed Jul 08 04:03:39 +0000 2020,Neutral
1444,@kenfoxe @HSELive ,Wed Jul 08 03:59:20 +0000 2020,Neutral
1445,@JohnMurphy51 @HSELive ,Wed Jul 08 03:57:47 +0000 2020,Neutral
1446,"Must watch till the end.
COVIDー19 CovidTracker cancelfinalyearexam",Wed Jul 08 03:56:44 +0000 2020,Neutral
1447,TraitorInChief COVIDー19 CovidTracker COVID19Pandemic TrumpPandemicFailure ,Wed Jul 08 03:56:42 +0000 2020,Neutral
1448,"@GovernorTomWolf @GovernorTomWolf COVID19 CovidTracker 
@PennsylvaniaGov @pennsylvania

@NYGovCuomo @GovMurphy @",Wed Jul 08 03:54:57 +0000 2020,Neutral
1449,"COVIDー19 Someone, please invent a COVID detector to sense coronavirus in the air and the concentration ( like a… ",Wed Jul 08 03:50:50 +0000 2020,Neutral
1450,COVID19 Tenali AndhraPradesh CovidTracker CoronaWarrior @apple28640457 @AndhraPradeshCM @MoHFW_INDIA @IPR_AP… ,Wed Jul 08 03:49:44 +0000 2020,Neutral
1451,"বেনাপোল দিয়ে রপ্তানি শুরু সাড়ে ৩ মাস পর
ZaraThehro bbrightvc tracyzille افنان_الباتل… ",Wed Jul 08 03:48:20 +0000 2020,Neutral
1452,"Prensa alemana: Vietnam superó de forma “espectacular” la crisis del COVIDー19, hecho que ha propiciado la recuper… ",Wed Jul 08 03:46:44 +0000 2020,Neutral
